[1.39152087119,5.50065707131]
[2.29118636042,1.81428694692]
[1.13121750424,4.68194984705]
[1.63252963707,4.89601901108]
[2.44284879412,5.15633926691]
[2.74378917712,0.927592231498]
[-2.13868682636,1.18833274682]
[-1.67158582365,4.68205661654]
[-1.26538433841,4.39630037347]
[-1.19178519721,2.91648797038]
[-2.76239071951,3.35722836328]
[2.25925128938,4.35013959859]
[-1.76861152938,3.38420661023]
[5.01166628813,-0.687095379314]
[-0.466883533021,3.91068178465]
[-2.68658612304,3.2747185105]
[2.38505560279,-0.0340617378182]
[1.15702446497,1.97049783326]
[2.83725279868,1.02924245376]
[2.3032454227,0.596681851693]
[-0.873635037544,2.54156477791]
[-2.52897035211,4.68324558009]
[0.399440495735,0.804109073628]
[1.36536404741,5.47482839207]
[-2.0345783946,2.95070281848]
[-3.17046627624,4.49234390875]
[-0.747567808319,3.42757008617]
[1.9081544455,0.52980443764]
[-2.33808858035,3.60119978861]
[0.971428417211,6.05145555795]
[-1.30197338106,3.19881077075]
[0.535887955561,1.92106994566]
[4.11301835268,2.72212668185]
[-1.40068794789,2.3379178893]
[2.14082259881,0.128789233678]
[-3.10121485344,3.11872066936]
[-0.337935222256,3.87310934797]
[-2.47134452252,5.1661558551]
[-2.05004634376,1.68106775312]
[-1.20361292705,4.26949465495]
[0.774867330376,-0.679987408278]
[-2.88041945939,1.84793288189]
[-0.619460975293,2.99492713944]
[1.58819727128,2.96229060187]
[-2.49179064603,3.27815850378]
[-1.10914216235,1.86405565437]
[3.02624474907,-1.82688510397]
[0.688083546925,5.56198426444]
[-0.357072200344,4.67157133837]
[2.71319968442,3.88595289135]
[2.9925868873,0.331815947724]
[1.05253318862,4.04229700821]
[-0.0551427926217,2.92206738175]
[1.17304016863,5.27341105667]
[0.684432715799,3.54229511564]
[0.236853378283,1.71946622139]
[0.0434810370401,5.5471067119]
[1.34557752792,0.745660999994]
[1.94501447166,3.57343023189]
[1.87709284276,2.79787597588]
[-0.997114504941,2.41362369043]
[0.0876247954549,4.1679774848]
[2.03249834877,2.56157048839]
[2.20006841477,3.45255900411]
[0.594980208738,3.05483839438]
[-0.398914400771,4.80477955963]
[1.92180886799,4.10240278417]
[1.57288040945,0.614613142368]
[2.75362385407,4.41183390092]
[0.0102068935024,6.46380043582]
[0.562442538483,0.659433819488]
[-3.62960977586,1.30185758042]
[0.583616719543,0.136198946356]
[0.31834398601,5.27266996601]
[1.13581261036,1.05292857448]
[3.10419578241,0.183233964766]
[-0.999104340428,1.45202157073]
[-1.37504107905,4.92096012955]
[-0.868098179485,2.95839227511]
[1.85962205567,0.539662295955]
[1.64527171152,1.15877779507]
[2.5847922345,3.74220857785]
[2.81300131309,1.67625364734]
[-1.3702308569,2.05388391966]
[1.08491828224,4.34791642624]
[0.501094972717,5.57674107637]
[-1.96109848197,2.52095946308]
[2.11763161991,0.938501591972]
[3.06214140684,0.45639984178]
[-3.38450454413,1.36274196942]
[-0.728038899693,1.18264266885]
[2.39967051979,1.87134481477]
[1.99811789056,0.834785176484]
[-1.64286651677,3.83360371668]
[-3.30282614991,1.86752274037]
[4.46185411047,1.21286607386]
[1.05183855819,2.2869474453]
[0.978345100466,5.3305879063]
[-1.22122334378,3.1378142153]
[1.99683374805,0.783777566759]
[1.94763296265,5.46972147271]
[-2.97761154787,3.32420055201]
[2.40690787173,1.67192233835]
[2.59766531676,1.56964759017]
[-1.71492048519,2.98990102944]
[-2.2471667039,2.99076441716]
[-2.53135248027,3.38191743054]
[3.45218542772,0.610400048417]
[-1.06136787427,4.29492716054]
[0.642479118193,4.28365822357]
[0.801134794898,-0.592627355057]
[1.25400199106,2.0402415897]
[3.30614251604,0.0324389376645]
[2.54914336673,1.11418149506]
[2.25426313201,0.196278467394]
[-1.93509352345,2.63089564184]
[0.128945508302,4.3132919978]
[-0.419787437904,3.4720448589]
[-3.11497837746,3.72990893169]
[1.20753078494,2.89009393091]
[-0.852969768991,3.19809348169]
[-0.956699894263,2.80188317569]
[-2.10814362431,2.30822577731]
[-0.302865227319,3.2609935816]
[1.55002627692,3.32691268646]
[2.13305108002,3.791605916]
[0.128994480513,4.64327746797]
[1.95107421895,-0.330427414664]
[1.82772568631,0.505665336873]
[0.391430439857,1.08785200063]
[2.17955218803,3.55792499875]
[1.16772095057,5.18429852663]
[-1.91965892976,3.53066393788]
[1.22817367425,5.31383838163]
[-0.753960205956,4.43212955124]
[-1.22103242526,2.90501186847]
[1.59643027442,0.069588658098]
[0.912003763976,0.154003631026]
[0.700599543986,3.5940593616]
[0.502909153044,4.10021665597]
[1.597937753,1.82084715339]
[-1.69802053588,3.64216041692]
[-2.06341819989,2.73695549399]
[-2.3526132879,3.11164222047]
[0.6203185855,6.84401894821]
[-0.820894536849,3.50153415572]
[1.5430867595,1.17634689153]
[-1.1409906537,5.0646261492]
[-0.512623696124,2.34131462927]
[1.31322793979,0.853006289625]
[0.865679575738,3.87135534887]
[1.99749482171,5.01248260056]
[-1.06924678174,2.32422099247]
[0.816330290789,3.47182983423]
[0.769366402383,5.18396623953]
[2.1978559632,1.7854663152]
[-1.35574803187,1.75017995299]
[3.98576573937,0.63501893985]
[0.922871120202,4.52566690046]
[0.635999844245,5.28997506165]
[0.256988722596,0.199504838515]
[1.77230121586,1.58643654994]
[-0.239806502199,4.44445923076]
[1.22354042794,-0.513193529026]
[3.69718084017,1.06197530012]
[-2.81026213997,2.47533620735]
[0.622474897755,4.40771843323]
[0.719400381215,4.5972587251]
[0.211488106995,4.86778883694]
[1.93363353313,1.73346844989]
[2.49595858337,3.31512294182]
[1.93515766734,6.20270835032]
[-2.50530957552,3.87815305885]
[-0.0694230036389,2.57003391873]
[-2.31062939604,3.70358387873]
[0.914643676451,4.19648205116]
[0.00566396550342,2.98302521049]
[2.39598967518,2.22864179739]
[3.0331782325,1.84420364742]
[1.50253062573,0.469534695473]
[2.15764867983,3.67188356944]
[-1.99363407654,1.6219928952]
[2.66216947112,1.74785067585]
[-0.546498011958,4.86075144803]
[0.820762533626,4.35014874414]
[-1.0498695154,3.6932915448]
[0.904197602985,3.56136332176]
[-2.18350439826,2.44912517822]
[-3.0952014051,2.75976123607]
[-0.201257980354,4.83146674436]
[-0.581728449637,3.79675255768]
[-0.381868728572,2.93240319221]
[-0.486535674176,5.1580111352]
[1.02011503603,2.89061080629]
[1.19917589817,2.14643095395]
[-1.29066029224,2.34135411486]
[-1.97350938164,2.75087260903]
[0.655387766949,3.900356541]
[-1.02299751345,4.12541622317]
[-1.66083961038,3.3388814762]
[-1.8329336307,4.50450901516]
[-2.04246520715,3.30452060496]
[1.35219750431,3.39019281747]
[1.85740117565,5.33677652197]
[0.546907715462,5.9714765067]
[-2.42250850284,3.41967618007]
[1.70782166041,4.62343711058]
[0.628857770672,3.39680194907]
[2.30197803787,3.96180504976]
[-0.11199570665,1.77665092411]
[2.0563233364,-0.120057696551]
[0.81055953387,5.2261424145]
[0.645086728373,3.73206829397]
[-1.70287196568,3.6594029284]
[2.16768677624,2.51651724533]
[1.15314156051,3.62966514902]
[-1.45950749766,2.7411411018]
[-1.24720606079,3.24541605648]
[0.0558624464272,4.14350110702]
[-1.18739548246,4.61231007709]
[1.44581264129,1.96007612022]
[-0.847754954194,2.12380537349]
[-0.391934183714,1.53381521938]
[2.68088365779,-0.930617416269]
[1.76495716264,4.4410121017]
[3.2356778994,-0.0755773658001]
[0.349382334584,5.70274421008]
[-0.378314540052,3.66894300011]
[-0.402086251449,2.42705920713]
[-0.697152450847,2.50471222674]
[1.47591703366,3.08510349747]
[1.86305401707,4.7007881384]
[-1.23316322721,3.71392678017]
[1.59851030121,1.23481863572]
[0.908994469624,2.9853914578]
[3.85052799696,0.202340132011]
[-2.51483336853,3.97158213229]
[-2.68475847487,3.1196831718]
[1.33903027326,1.29154455583]
[-0.590872391617,3.54179223371]
[2.44018686775,0.451712675032]
[-2.15954301445,3.03875978712]
[-0.0888780258376,2.14012631463]
[-2.47406200854,3.84378540522]
[-0.222108311022,5.37192226694]
[-0.581854064956,3.43392185155]
[-0.327479351836,3.14612853638]
[1.67004323124,4.1442138893]
[2.98767729657,-0.275307912359]
[2.90029488461,2.06185982934]
[3.38589782773,2.09768761967]
[-1.52464366778,2.06136457156]
[-1.64400301762,2.66048904237]
[0.176438205291,2.81374530856]
[-1.73784586596,2.9773374913]
[-1.09748841109,3.27088102858]
[-1.05693012823,4.5075869366]
[-0.270718114423,3.6729219699]
[-1.56693338139,2.66370782076]
[1.72177467846,4.75781650131]
[-2.52614398398,3.21495648585]
[-2.23124738126,5.75863984803]
[3.30930417239,0.770152705104]
[1.45129708089,4.70969984765]
[0.932130359699,5.92224665168]
[2.16042890245,1.49632140465]
[0.690310927061,5.80069832097]
[0.0582653087274,4.55628395453]
[1.49538715863,1.89676540288]
[0.482427186138,3.74902270896]
[1.52064393362,3.57726660565]
[-0.854283708885,2.49126713262]
[1.03984084475,3.9681049293]
[-1.80921162229,3.37985132659]
[-1.33264350125,2.89832505926]
[1.38271420742,0.333746375195]
[-2.19521854751,2.78800147298]
[-1.60408917637,4.01578974457]
[1.99848043313,3.88635787111]
[1.0268583694,3.29146776942]
[-0.886024899044,1.95572498142]
[2.76319730425,1.6727374945]
[-1.68738927764,3.45750415486]
[1.34078749298,0.673538361246]
[1.62111287462,4.70845917828]
[-2.64743116143,2.36934213073]
[-0.226973376829,5.48181856259]
[-0.67939300404,3.63519847276]
[2.54867267525,3.03071370912]
[-0.696174509024,4.92586252397]
[-2.85432551725,3.0212486989]
[1.27412456752,1.44636313235]
[-2.44638819046,3.57709957239]
[-1.28510637004,2.49615305972]
[-1.07827241409,3.0969390522]
[3.35795648454,3.09480150474]
[-1.31032980118,1.6669717333]
[2.44311524902,3.74965845993]
[3.37594565943,0.885023499162]
[1.0469269053,0.43287869069]
[0.163153055713,3.69843274781]
[2.95084652523,1.24472563181]
[-1.51638772021,1.99767128853]
[0.806511784644,4.16965454468]
[1.56537827776,1.65583584016]
[-2.39230386069,2.17394432555]
[-2.07517986388,2.62744374128]
[2.12425086276,0.0191204586834]
[-0.813501751892,2.73637236231]
[-2.63759376536,1.87997742149]
[-0.350053354162,2.75666644487]
[-1.73584978446,3.0465783511]
[-1.57671973729,4.95740592289]
[1.53073338798,1.16937647525]
[2.59381621013,-0.344527348472]
[0.80408396837,5.51317223941]
[-0.950356953285,3.95554708403]
[0.811525225634,4.67627171444]
[-0.572200972182,5.6152144538]
[1.31449555223,4.95556858915]
[2.3456780222,0.750733626556]
[2.37649753535,0.297969631887]
[2.74283568606,3.73897554126]
[-1.68286974508,4.21000218739]
[0.901602100295,4.56250376768]
[2.14803140017,0.7165352539]
[1.47978086208,2.09542088209]
[-0.847986577391,4.60739123191]
[1.51047124939,4.62167242469]
[-1.14363692575,3.29395371918]
[-1.03209530388,2.46062131975]
[0.83269056683,3.9217618785]
[-3.38525847152,4.21017376704]
[-0.929547796253,3.73570160716]
[0.119967251551,5.56366265897]
[3.47767347952,1.60285331104]
[-1.2703786792,3.85963072331]
[2.54331097708,1.45509392309]
[3.92357799019,0.951292576432]
[0.504656823999,4.8675560032]
[-1.67320368322,3.2937270903]
[1.67044679894,4.08958044268]
[1.10041451709,3.58988361674]
[1.92411683292,4.40243369074]
[-1.03268633818,2.2700743114]
[2.82380973227,1.82070654491]
[-0.0201081703295,3.19661449352]
[-1.62685617309,3.35801351367]
[-0.975000744307,2.80356642165]
[2.51468686966,1.35914870665]
[-0.625570873528,4.26588026626]
[-0.549282347084,3.16522150311]
[-1.83322448708,2.26723172804]
[0.211044319333,4.2261475858]
[-0.20177224467,3.96270811791]
[2.33667620011,2.13563589574]
[2.73410961834,1.30832844931]
[-0.962596549415,1.93273560874]
[3.56097644776,0.0907830496247]
[-1.22394274044,3.62850746309]
[3.63930243713,-0.609669982844]
[-0.172844029991,3.41791319296]
[1.87816710941,5.93926861773]
[2.29156508723,0.689007387379]
[0.936843201565,2.50953258167]
[1.13295092514,0.367901694787]
[-1.71421056314,2.65126414546]
[-1.9013046127,0.141985071578]
[2.99621117321,2.59609735137]
[2.53951770079,3.37720762964]
[-0.772953535516,1.24846644031]
[0.953823305867,1.54528573583]
[-3.36419333096,3.01685978876]
[-1.4474364993,2.47326747001]
[0.349263340116,4.15773107069]
[-1.28370530861,3.60523349095]
[3.08491193248,0.750779551984]
[2.4703491517,4.09862906368]
[1.74041582161,1.42999695517]
[0.496236421728,6.13256275684]
[-1.21804402524,3.2999828615]
[-1.62839739187,3.14961512281]
[-2.54783093575,3.13055358002]
[1.66283684005,1.04275745075]
[3.20596352593,-0.343465026666]
[-2.08285044226,0.757358394833]
[-2.37001482545,1.92774066952]
[0.678848817192,4.52412341209]
[1.66776013865,0.34878752561]
[-0.996991124989,5.16553901447]
[-0.554346165852,4.63141050668]
[2.69543297828,-1.19723902416]
[-0.984413511636,2.92206584708]
[2.14868014243,-1.32067211118]
[2.00541757386,0.519288190805]
[1.80578459219,1.39282499667]
[1.87503105957,1.88300934255]
[1.13385129492,4.02503084424]
[-0.65392826842,4.76656958297]
[2.27346984677,1.26020951377]
[0.81519072932,0.424421995535]
[-0.710777519732,2.06095537039]
[2.66394083707,1.54813290303]
[1.19353676324,2.65819360366]
[-0.584213132848,4.56715652957]
[-1.71923774754,2.33798885859]
[1.12955854768,4.99791603559]
[-2.67317938961,2.9216684086]
[-1.92194721063,3.09432539375]
[1.37969650432,0.241018186451]
[3.85725329545,-0.0975757658698]
[2.09071604492,-0.18126308912]
[-0.447529975631,1.45773230545]
[-0.637152932952,4.76842972631]
[1.85299633778,2.79882046116]
[2.71303712245,4.81244081571]
[1.82775090653,1.2273721082]
[-2.32614778542,1.85943848103]
[-0.37210873564,2.00906438963]
[0.787820996416,3.12795233951]
[-2.31005526098,1.78469771864]
[2.40366997782,-0.720836502239]
[-1.83439797628,4.15313368943]
[1.36663502206,5.89231801855]
[1.66415146972,4.35364459405]
[1.95859706235,5.34123212418]
[0.389051514522,3.66093602849]
[0.240293486348,3.27859719381]
[-2.25112828757,4.97314790158]
[1.40987932353,-1.66708569003]
[1.12752566149,7.24877164178]
[3.45802342182,1.62999346394]
[-1.35419717911,3.73598403977]
[0.606105914033,3.34453193481]
[-0.64943697183,2.27897632544]
[1.66901257687,3.52465333832]
[-1.39191777574,2.16928677023]
[-1.90313679509,0.647733031647]
[-1.39412224255,4.33171432744]
[0.363663554297,4.63026301073]
[0.193903111644,4.92890598388]
[0.325880022897,3.22894070032]
[1.95146594223,3.01899982206]
[1.72784109709,1.62907657031]
[2.29848893868,3.08521638874]
[-0.0307619555815,4.84278593172]
[-0.682592902815,2.31650427166]
[2.23728183092,-0.360533046801]
[2.35247278827,3.87866869071]
[1.18239987792,3.6772602825]
[2.25608209917,3.41782084541]
[-1.54751217665,1.05029653853]
[3.29367644279,-1.73296309055]
[1.16132073304,4.37622229147]
[0.5024796164,2.94446720272]
[-0.804028735528,1.99939931525]
[-0.970802124388,2.88139034647]
[-1.69991880932,4.96118333142]
[2.93111279959,1.01014515785]
[-1.35256026558,2.20623427295]
[-0.824626568278,0.324143447103]
[0.0282242340801,5.73891321875]
[-1.45918165602,1.99112171647]
[1.23386604932,2.82728742806]
[1.18454505662,5.28042636393]
[2.66926321261,2.28589247827]
[-1.29446344048,3.50938270316]
[-1.26333398012,4.70528638254]
[1.51397519218,1.81300367947]
[0.508776904889,3.44129402772]
[-2.05287165102,3.61585692594]
[1.55922233841,1.53776413421]
[0.821391268551,4.04603657351]
[2.29079557092,-0.162300624013]
[-4.057701064,3.79150602452]
[2.39613405074,3.33868071938]
[-2.65171215903,3.6784471718]
[-1.99894516032,3.25645293132]
[0.236707082155,5.84680192286]
[-0.973849856264,2.70001833967]
[3.22724123264,0.997687148875]
[-1.59053584195,3.56764397079]
[0.176356455406,4.08371154763]
[0.0577510020764,6.12967307976]
[1.8963808559,0.383538970258]
[-2.69025323125,4.21166154695]
[1.26317456655,1.98319305166]
[-2.47609450906,3.70243511567]
[1.74896491565,2.64218903633]
[2.33145577632,0.847662258396]
[0.509497836847,0.463054876262]
[0.658875610453,1.29149756098]
[1.81862715787,1.70553548041]
[0.147463074821,3.47954939214]
[2.21756929886,4.14788934168]
[-0.852721629901,2.57764470927]
[-4.05256393144,2.47619767518]
[2.20424408321,-0.561719610831]
[-1.87987838008,2.51735710315]
[-1.77015561962,1.03804651735]
[1.41590059688,3.79037686503]
[0.504754997806,2.78445813272]
[-0.108720983612,4.47993082765]
[-2.44419006794,3.05395015028]
[0.0435291677521,3.04071897835]
[-0.0832554955845,3.98182465257]
[1.34075132779,5.77510928359]
